Sta_i Sta_j latt_i long_i latt_j long_j dist_km corr_window period waveType phase_vel uncertainty
SUR NAMA -32.3797 20.8117 -7.5094 31.0414 2950.13559700313 3000 5 L 3.24284959831817 0.0917424342049382
SUR SONG -32.3797 20.8117 -10.6738 35.6507 2845.54466627965 2994 5 L 3.26906158668602 0.0765500016621438
SUR TUND -32.3797 20.8117 -9.2958 32.7712 2837.5381377287 2976 5 L 3.18866197679149 0.0287498173066131
SUR BKBA -32.3797 20.8117 -1.364 31.812 3621.73016525047 2826 5 L 3.09111346368653 0.0576209380663007
SUR PIGI -32.3797 20.8117 0.231 32.319 3806.9032259765 2826 5 L 3.68336324329465 0.0546593114590323
SUR MLBA -32.3797 20.8117 -1.838 31.67 3566.99142982983 2820 5 L 3.42572884187119 0.0644442781431337
SUR KIBO -32.3797 20.8117 -3.583 30.713 3351.22610745284 2790 5 L 3.64761763017268 0.0679016754093202
SUR MAFI -32.3797 20.8117 -8.3057 35.3132 3057.50965884155 2748 5 L 3.63578671051408 0.0945174113109401
SUR SULU -32.3797 20.8117 -4.573 30.087 3226.46022265654 2724 5 L 3.20893492242602 0.0709281702710545
SUR NJOM -32.3797 20.8117 -9.3665 34.7911 2926.91507901902 2718 5 L 3.2362305769938 0.0119396247797306
SUR MKRE -32.3797 20.8117 -4.282 30.424 3267.95421479224 2694 5 L 3.60730394068563 0.0450137696965896
SUR WINO -32.3797 20.8117 -9.7576 35.3001 2915.01278203844 2694 5 L 3.45872549364887 0.0661944751905652
SUR FOPO -32.3797 20.8117 0.663 30.282 3790.60484475365 2688 5 L 3.77028551480366 0.0350218013441105
SUR ROTI -32.3797 20.8117 1.626 33.6 3997.72969088519 2688 5 L 3.66200959835913 0.0416158589969797
SUR BEND -32.3797 20.8117 0.581 31.392 3814.24866209095 2664 5 L 3.84192915269131 0.0832916819075216
SUR BUTI -32.3797 20.8117 1.819 31.326 3944.03000321178 2664 5 L 3.25644099222915 0.0613460736812875
SUR JNJA -32.3797 20.8117 0.446 33.182 3859.22812204404 2664 5 L 3.58224916452723 0.054073933712441
SUR LOSS -32.3797 20.8117 -8.4166 33.1575 2943.65498559165 2634 5 L 3.86994103235801 0.026477902647563
SUR UVZA -32.3797 20.8117 -5.1049 30.3934 3179.90989596563 2628 5 L 3.31807407548106 0.0119214541054191
SUR LAEL -32.3797 20.8117 -8.566 32.0591 2881.04636116254 2472 5 L 3.93982947034492 0.0645551874972524
SUR MALE -32.3797 20.8117 1.07 34.167 3960.29937312183 2460 5 L 3.47946322494889 0.0639316961040108
SUR SUMB -32.3797 20.8117 -7.9531 31.6195 2926.26233841062 2400 5 L 3.54471611052676 0.0647311480293128
SUR MGOR -32.3797 20.8117 -6.8279 37.6696 3325.03731068154 2388 5 L 3.54388593399964 0.0721046620579811
SUR MANS -32.3797 20.8117 -11.14 28.8749 2493.09834101309 2166 5 L 3.5224953057771 0.0993704624120852
SUR IRIN -32.3797 20.8117 -7.762 35.6864 3129.82297671074 2148 5 L 3.21867663239963 0.0105798273250228
SUR KISH -32.3797 20.8117 -12.0219 29.6123 2427.50943718522 2148 5 L 3.10969746452319 0.00635913709751057
SUR ISOK -32.3797 20.8117 -10.1708 32.6457 2743.6615553128 2142 5 L 3.40457999585763 0.0448372912066495
SUR MUFZ -32.3797 20.8117 -13.1442 25.0213 2173.09885396716 2118 5 L 3.36581617683817 0.0763504640848813
SUR GABZ -32.3797 20.8117 -12.171 26.367 2308.91456289542 2106 5 L 3.62789637961417 0.0771980385554245
SUR SERJ -32.3797 20.8117 -13.2275 30.215 2327.53174445692 2088 5 L 3.93285357027882 0.0972740854003014
SUR KATE -32.3797 20.8117 -0.138 29.871 3693.50422932985 2064 5 L 3.19202834942777 0.0138874202829155
SUR LWNG -32.3797 20.8117 -10.2498 29.921 2623.26784937764 1974 5 L 3.69626633708299 0.00938200267748656
SUR BIHA -32.3797 20.8117 -2.638 31.316 3470.80385240257 1920 5 L 3.52540440385934 0.0530344218392863
SUR SAKA -32.3797 20.8117 -0.315 31.737 3730.09312016854 1836 5 L 3.86113981139333 0.0484853333552102
SUR MPIK -32.3797 20.8117 -11.821 31.4517 2523.64964776855 1782 5 L 3.39345636121527 0.0671431139674026
SUR GEIT -32.3797 20.8117 -2.881 32.217 3476.33202347443 1722 5 L 3.74125794345421 0.0520052467390387
SUR KMPZ -32.3797 20.8117 -13.4568 25.8337 2157.23540964625 1698 5 L 3.34771267127753 0.0149997253831683
SUR KISZ -32.3797 20.8117 -12.1116 25.4952 2295.06201939868 1620 5 L 3.58609206723146 0.0262145317727807
SUR CHIM -32.3797 20.8117 -8.8263 34.0284 2942.80767122895 1590 5 L 3.04445409227824 0.0754933267231179
SUR KBLE -32.3797 20.8117 -1.254 29.992 3577.3167673363 1464 5 L 3.24278535782096 0.0442402313001943
SUR KASM -32.3797 20.8117 -10.2174 31.1401 2673.86958111111 1398 5 L 3.68779608512011 0.0359228210401861
SUR SHWG -32.3797 20.8117 -11.1925 31.7397 2599.94106572821 1326 5 L 3.7363400743012 0.0394707475278763
SUR KYLA -32.3797 20.8117 -9.5986 33.8673 2858.25142329779 1002 5 L 3.68341586696798 0.0704047430334266
SUR KAMZ -32.3797 20.8117 -14.7948 24.8044 1989.33666886986 972 5 L 3.44230541338337 0.00195776235533187
SUR MWEN -32.3797 20.8117 -10.0582 28.7017 2601.45735800209 834 5 L 3.33085788021407 0.0424309496833137
SUR CHAM -32.3797 20.8117 -10.9505 31.0691 2595.81691237114 774 5 L 3.27027042343207 0.0197053798095456
SUR HAMA -32.3797 20.8117 -3.832 32.642 3392.82465412172 732 5 L 3.82172118496131 0.0429921409383266
SUR MKUS -32.3797 20.8117 -13.6035 29.3791 2254.982057018 684 5 L 3.88777095425635 0.0391182995461163
SUR DSS -32.3797 20.8117 11.118 39.6351 5213.70680242385 4728 5 L 3.7691143873883 0.0396791517013617
SUR ALE -32.3797 20.8117 9.42136 42.0347 5146.58245253115 4674 5 L 3.80851409588734 0.0755077099007084
SUR GDR -32.3797 20.8117 12.559 37.454 5279.35375622128 2436 5 L 3.3773955448351 0.0216018915961394
SUR MAKE -32.3797 20.8117 -9.2647 34.0968 2902.51507375853 4728 5 L 3.79040721796691 0.0949303911849797
SUR UKWA -32.3797 20.8117 -9.4539 34.2158 2889.58932702181 4728 5 L 3.3275654340752 0.067126437045174
SUR CHML -32.3797 20.8117 -8.8261 34.0283 2942.8228210468 4710 5 L 3.43864498258696 0.0833500595588975
SUR ILIN -32.3797 20.8117 -9.0818 33.3327 2884.59495764131 4686 5 L 3.76885425242962 0.0167253545494722
SUR NKAL -32.3797 20.8117 -9.1881 33.7736 2894.60334724022 4686 5 L 3.86198047870207 0.0989872153631504
SUR MATA -32.3797 20.8117 -8.9593 33.9689 2926.71523064379 4680 5 L 3.5144234565057 0.0884281023126955
SUR MZUN -32.3797 20.8117 -9.1502 33.5213 2886.49485476613 4620 5 L 3.5880260553085 0.0154752348656045
SUR KIPE -32.3797 20.8117 -9.2936 34.4364 2916.31803943171 4572 5 L 3.19986282285745 0.0406954837138907
SUR CRTR -32.3797 20.8117 -9.3318 33.7513 2879.21724834355 4446 5 L 3.74870571821569 0.0825583815786156
SUR MBHS -32.3797 20.8117 -9.4309 33.9846 2880.57895323041 4158 5 L 3.78996302994453 0.0318524245398992
SUR JILO -32.3797 20.8117 -8.7261 33.5663 2931.08956469489 3960 5 L 3.53406412737073 0.00899506787705811
SUR ILOM -32.3797 20.8117 -9.2829 33.3421 2864.85401127978 3810 5 L 3.1117057441932 0.0136292548938299
SUR MBEY -32.3797 20.8117 -8.9996 33.2504 2889.07485974495 3702 5 L 3.67865230480019 0.0495177019089661
SUR IGOM -32.3797 20.8117 -9 33.6573 2907.89472555579 3522 5 L 3.18971040601758 0.0495005824990221
SUR ISOK -32.3797 20.8117 -9.509 33.4944 2849.3561740182 3234 5 L 3.14760822197669 0.00549741469061882
SUR GAWA -32.3797 20.8117 -8.7648 34.3864 2966.18625652742 2772 5 L 3.85071267428901 0.0560559527354885
SUR ITUM -32.3797 20.8117 -9.4005 33.188 2845.92727447886 2760 5 L 3.92960886675666 0.0696667200555228
SUR TOLA -32.3797 20.8117 -9.5921 34.5841 2894.30237782777 2754 5 L 3.58279096517584 0.0815397211477421
SUR MAND -32.3797 20.8117 -10.4782 34.6005 2808.41732786728 2742 5 L 3.87901390459718 0.0988911616079589
SUR KIDE -32.3797 20.8117 -9.2745 35.0214 2947.65368045487 2736 5 L 3.00052237535694 0.0865438591013025
SUR BAKO -32.3797 20.8117 -8.8437 34.8016 2978.85994601889 2730 5 L 3.612566469484 0.0989950205708831
SUR LIGA -32.3797 20.8117 -10.6835 35.2545 2823.06775939636 2730 5 L 3.52768006933844 0.0479523385210219
SUR NGEA -32.3797 20.8117 -10.6754 35.6744 2846.69347736953 2730 5 L 3.80134760552195 0.0227842935706042
SUR NIND -32.3797 20.8117 -10.1421 34.5792 2840.13633987223 2730 5 L 3.49809429119639 0.0900852488532005
SUR UNDA -32.3797 20.8117 -9.8536 34.4738 2863.05212512166 2718 5 L 3.57466121913019 0.0845178185054037
SUR ZINI -32.3797 20.8117 -10.4659 35.3383 2848.53600666452 2718 5 L 3.7386402919954 0.0585987035826476
SUR BANG -32.3797 20.8117 -10.1128 35.6506 2899.3698981425 2706 5 L 3.24673452598597 0.0666416217319468
SUR KURU -32.3797 20.8117 -11.1996 35.4577 2784.67336519784 2706 5 L 3.08348281360262 0.0625959785171583
SUR TIRI -32.3797 20.8117 -10.7626 34.8831 2795.59318598729 2700 5 L 3.66094455794734 0.0729751855317221
SUR WINO -32.3797 20.8117 -9.7576 35.3001 2915.01278203844 2688 5 L 3.89075211632532 0.0982303222883606
SUR LOSI -32.3797 20.8117 -8.3872 33.1682 2947.1049864687 2562 5 L 3.7690290853359 0.0581446487875398
SUR MBAM -32.3797 20.8117 -11.2484 34.7919 2743.80594057633 2556 5 L 3.92831306231419 0.0580090365758442
SUR MKIL -32.3797 20.8117 -10.8807 34.6813 2773.50056679729 2538 5 L 3.01698293833726 0.0120859571098558
SUR MUDI -32.3797 20.8117 -9.8621 34.9373 2885.91510405714 2508 5 L 3.86271071869967 0.0484296511212103
SUR KIFA -32.3797 20.8117 -9.5472 35.1026 2925.18299358876 2382 5 L 3.84485567457626 0.0209405084020935
SUR UWEM -32.3797 20.8117 -9.4696 34.7859 2916.5365179303 2376 5 L 3.55229134153877 0.0629883385064421
SUR KIMO -32.3797 20.8117 -10.6922 36.0463 2865.71760469125 2274 5 L 3.03199101576257 0.0614713419117141
SUR BUMI -32.3797 20.8117 -10.1277 34.9365 2860.00458788144 2262 5 L 3.36241146227305 0.00495325790420612
SUR MFRI -32.3797 20.8117 -9.2944 35.3129 2960.73576393431 1848 5 L 3.48956998917732 0.0192510396062075
SUR CHUN -32.3797 20.8117 -8.5434 33.4337 2943.34875934582 1020 5 L 3.12308374754595 0.020549417090768
SUR B05MO -32.3797 20.8117 -20.2184 24.132 1387.35055238997 4494 5 L 3.14651491061489 0.0189072174472614
SUR B10PP -32.3797 20.8117 -18.9132 22.5427 1501.91035555193 4422 5 L 3.04265241091114 0.0635197916859882
SUR B07DX -32.3797 20.8117 -20.549 22.7494 1324.89053443284 4416 5 L 3.28186685588043 0.053859667804534
SUR B13NX -32.3797 20.8117 -18.5794 21.9944 1533.42630987488 4398 5 L 3.69516303944433 0.0499116013482589
SUR B06OR -32.3797 20.8117 -19.9011 23.5269 1408.76955340953 4392 5 L 3.53580105575111 0.0445183165296042
SUR B04KH -32.3797 20.8117 -20.4742 24.5139 1369.50001878805 4386 5 L 3.12393227759807 0.0490357293468018
SUR B02LT -32.3797 20.8117 -21.3928 25.5811 1305.88529895503 4350 5 L 3.85299815534082 0.0873927405861733
SUR B1665 -32.3797 20.8117 -22.8246 27.2286 1233.15236150781 4320 5 L 3.2702943322927 0.0208461358751314
SUR B15MW -32.3797 20.8117 -19.6305 23.8268 1444.1637601261 4296 5 L 3.5649795707382 0.0640311825162758
SUR B03SL -32.3797 20.8117 -21.1207 24.7635 1307.64489745698 4230 5 L 3.41702895164289 0.0205975515532243
SUR W04VR -32.3797 20.8117 -13.7212 34.1205 2470.59425624603 4098 5 L 3.94793312129317 0.00820712070977259
SUR W08KB -32.3797 20.8117 -11.61 34.2964 2682.55926461739 4098 5 L 3.10570942658172 0.0142041121903998
SUR W12MB -32.3797 20.8117 -14.0852 34.9112 2481.64065557032 4098 5 L 3.16646044087642 0.0620958643935308
SUR B14MH -32.3797 20.8117 -18.295 21.7918 1563.41462604935 4092 5 L 3.5737097648412 0.00520778902858696
SUR W01PD -32.3797 20.8117 -13.7073 33.0061 2411.6990236596 4086 5 L 3.93120138460825 0.0728661681678271
SUR W09TK -32.3797 20.8117 -12.1085 34.0464 2621.1188512962 4086 5 L 3.73784165379759 0.00634045006928182
SUR W13CC -32.3797 20.8117 -14.548 35.1806 2454.91325143618 4086 5 L 3.86044056303823 0.0934405118961213
SUR W02NB -32.3797 20.8117 -13.724 33.5599 2439.55107864809 4080 5 L 3.98439831224097 0.0858938816683866
SUR W03BL -32.3797 20.8117 -13.6788 33.8245 2458.2725563195 4080 5 L 3.78555898926503 0.0513377418587575
SUR W07CR -32.3797 20.8117 -10.6838 34.1931 2767.41810093602 4080 5 L 3.17760246050586 0.0398589496735843
SUR W14MC -32.3797 20.8117 -15.0626 35.2259 2410.66671261021 4080 5 L 3.13393125098797 0.00308895487449515
SUR Z03CK -32.3797 20.8117 -12.939 30.4424 2366.52325258734 4080 5 L 3.93914170606955 0.0301306064586392
SUR Z11CP -32.3797 20.8117 -13.5636 32.5889 2404.17857300493 4080 5 L 3.29553383447536 0.0332936281836175
SUR Q02GG -32.3797 20.8117 -13.2923 35.0304 2562.57113319424 4074 5 L 3.46706818702885 0.0648198406466157
SUR Q06MQ -32.3797 20.8117 -13.3496 36.7453 2659.92067883751 4074 5 L 3.02522818149304 0.0842206612419334
SUR Z01TG -32.3797 20.8117 -12.296 29.9948 2414.02977127152 4074 5 L 3.5590325449887 0.0854099949273443
SUR Z08MF -32.3797 20.8117 -13.2546 31.9314 2402.12196398932 4074 5 L 3.34787919432726 0.0446026648055103
SUR Z05CS -32.3797 20.8117 -13.1667 30.8784 2362.30340061105 4068 5 L 3.05423948444113 0.0177107533789109
SUR Z09CG -32.3797 20.8117 -13.3058 32.221 2411.12428164807 4068 5 L 3.66280806196097 0.0330828995203305
SUR Z02PP -32.3797 20.8117 -12.6965 30.1358 2378.55626712565 4062 5 L 3.8984861378343 0.0118155198446711
SUR Q04NM -32.3797 20.8117 -13.3309 35.6584 2595.66234352253 4038 5 L 3.98841792878498 0.0539982099037929
SUR W15SS -32.3797 20.8117 -15.6818 34.9747 2339.0721942845 4032 5 L 3.70691741932276 0.0999491620097705
SUR Z07FW -32.3797 20.8117 -13.1206 31.7754 2407.99999903291 4032 5 L 3.28784934481514 0.0414522538893108
SUR W05SL -32.3797 20.8117 -13.7627 34.3834 2481.43001127919 4020 5 L 3.46483994162514 0.0763957078491957
SUR Q07MR -32.3797 20.8117 -13.1967 37.4986 2721.03726287949 4008 5 L 3.81820403890767 0.0100221540195492
SUR Z04NN -32.3797 20.8117 -13.075 30.6276 2360.61728846317 4008 5 L 3.17811695388677 0.035963491348208
SUR Q03LC -32.3797 20.8117 -13.3088 35.2425 2573.29566379022 3990 5 L 3.05670468906829 0.0521885673661279
SUR Q01MP -32.3797 20.8117 -13.4078 34.87 2542.525613503 3984 5 L 3.33584897467692 0.0175669029675661
SUR B12SS -32.3797 20.8117 -18.7462 22.1965 1516.72815393484 3828 5 L 3.20894667399314 0.0905153559004464
SUR B09NK -32.3797 20.8117 -19.6626 22.1937 1415.66948134009 3636 5 L 3.67539117733625 0.0468468199903997
SUR W06SB -32.3797 20.8117 -13.7421 34.5959 2495.44827702436 3630 5 L 3.91213247423962 0.0104011574779379
SUR B11ET -32.3797 20.8117 -19.0159 22.3165 1488.1547155359 3576 5 L 3.74554607370172 0.0736267455596639
SUR B17CI -32.3797 20.8117 -19.2938 22.9094 1464.82952735759 3504 5 L 3.56186142528164 0.0184194097515527
SUR B01KR -32.3797 20.8117 -22.2377 26.7184 1266.1604012277 3474 5 L 3.59721135033785 0.0299936990089789
SUR B08TS -32.3797 20.8117 -20.1645 22.4588 1363.27814180686 3324 5 L 3.13412293282868 0.0212601533358843
SUR W10LW -32.3797 20.8117 -12.6208 34.1652 2578.06707298134 3258 5 L 3.89494167544081 0.00714528127870445
SUR Z10KW -32.3797 20.8117 -13.4991 32.3828 2400.11874106415 3162 5 L 3.24248655893672 0.00537543922087138
SUR W11KP -32.3797 20.8117 -13.2166 34.3113 2529.11210636952 2154 5 L 3.44172205706442 0.00132832004672525
SUR Q05ML -32.3797 20.8117 -13.4671 36.1397 2612.01514206716 2034 5 L 3.89719135097357 0.0196658191367632
SUR Z06GL -32.3797 20.8117 -13.3502 31.5149 2372.86156928247 1986 5 L 3.09337051675509 0.030736689958792
SUR Z06LW -32.3797 20.8117 -13.3218 31.0287 2353.37970585057 1572 5 L 3.45605766684374 0.0101669393624755
SUR Q05MJ -32.3797 20.8117 -13.3953 36.1257 2617.7443927003 870 5 L 3.99538972765509 0.0332092833452499
SUR W05SA -32.3797 20.8117 -13.763 34.3842 2481.44697051906 72 5 L 3.29734681588792 0.00620452213196326
SUR SA13 -32.3797 20.8117 -29.97884 23.139586 346.528904899354 4392 5 L 3.29824397188776 0.00463512648981808
SUR SA12 -32.3797 20.8117 -29.848603 22.253285 312.497119580322 4152 5 L 3.5054281424577 0.0761425886690113
SUR SA82 -32.3797 20.8117 -30.977112 22.246614 206.632361299019 4152 5 L 3.63106999921359 0.00898916507760917
SUR SA38 -32.3797 20.8117 -25.93336 25.084628 826.420192365171 4122 5 L 3.08086242313031 0.0777240536548943
SUR SA45 -32.3797 20.8117 -24.879187 26.164376 981.93949753178 4110 5 L 3.90513474422357 0.0533771951767
SUR SA46 -32.3797 20.8117 -24.83817 27.1092 1037.70879591589 4062 5 L 3.10915421204246 0.0825808857855598
SUR SA24 -32.3797 20.8117 -27.883287 24.236487 597.693078565264 4050 5 L 3.33809771880217 0.0293973053026484
SUR SA57 -32.3797 20.8117 -22.981102 30.020153 1380.65467977181 4044 5 L 3.74631342770368 0.00103366183433964
SUR SA17 -32.3797 20.8117 -28.932072 23.225711 446.752225829979 3924 5 L 3.04844733925322 0.0667916121573624
SUR SA08 -32.3797 20.8117 -31.910296 22.072947 129.876805643756 3846 5 L 3.60346798383077 0.0526102465795561
SUR SA40 -32.3797 20.8117 -25.8981 27.149 946.321498270367 3780 5 L 3.72970944822323 0.0707253485315422
SUR SA31 -32.3797 20.8117 -26.99517 25.02091 722.466474710215 3708 5 L 3.78137705179928 0.0287976975614171
SUR SA56 -32.3797 20.8117 -23.005909 29.074292 1319.21508532742 3702 5 L 3.69253198638652 0.0556669834964013
SUR SA32 -32.3797 20.8117 -26.865464 26.284484 808.742724025924 3600 5 L 3.39652079258159 0.00615906670539647
SUR SA25 -32.3797 20.8117 -27.84587 25.125923 652.137850268762 3570 5 L 3.78017553149117 0.0337583864052045
SUR SA23 -32.3797 20.8117 -27.930432 23.40461 552.811394603363 3564 5 L 3.60786590726295 0.0741254049502218
SUR SA07 -32.3797 20.8117 -31.977606 20.226201 70.9725928309878 3510 5 L 3.1048132419735 0.0127888379782995
SUR SA72 -32.3797 20.8117 -20.142962 28.611309 1562.36322799004 3072 5 L 3.5495401070152 0.0485229408584959
SUR SA18 -32.3797 20.8117 -28.632814 24.305628 533.798645422725 2964 5 L 3.89047567918444 0.0798960278812879
SUR SA81 -32.3797 20.8117 -30.925116 21.268124 166.993589078327 2934 5 L 3.73434108369597 0.00513318861123711
SUR SA47 -32.3797 20.8117 -24.84687 28.161824 1100.97929360581 2688 5 L 3.07288529909898 0.00885274596747204
SUR SA01 -32.3797 20.8117 -34.294456 19.245956 257.569432546898 2664 5 L 3.79835086411395 0.0943008139570703
SUR SA50 -32.3797 20.8117 -23.872155 27.166184 1130.16355313965 2658 5 L 3.68371557240836 0.0132082955713563
SUR SA14 -32.3797 20.8117 -29.8682 24.0226 413.874691121223 2556 5 L 3.72272453965677 0.0110353480642349
SUR SA20 -32.3797 20.8117 -29.0221 26.1953 635.890371768853 2556 5 L 3.11749285215183 0.0640717922965926
SUR SA51 -32.3797 20.8117 -23.862775 28.156664 1187.3203237857 2514 5 L 3.3288142147568 0.0653812022595774
SUR SA76 -32.3797 20.8117 -20.636092 29.846441 1580.77377942516 2484 5 L 3.74913146310352 0.0583185731454876
SUR SA19 -32.3797 20.8117 -28.9056 24.8328 544.801650206928 2334 5 L 3.74003232798778 0.0234826914747904
SUR SA55 -32.3797 20.8117 -22.979977 28.298102 1275.94997522985 2310 5 L 3.73495754169605 0.0970598525086614
SUR SA15 -32.3797 20.8117 -29.9038 25.0323 487.112526537608 2262 5 L 3.86693029175192 0.00862345298634963
SUR SA27 -32.3797 20.8117 -27.8625 27.2943 800.32419647484 2232 5 L 3.3664366163192 0.0369198804330018
SUR SA30 -32.3797 20.8117 -27.071478 24.16505 671.808744598389 2226 5 L 3.68502847266161 0.0597941635383889
SUR SA169 -32.3797 20.8117 -22.262315 29.213375 1394.56939145731 2184 5 L 3.78936394364191 0.0367652918437877
SUR SA11 -32.3797 20.8117 -29.965032 20.946637 268.029075830904 2178 5 L 3.20602785950519 0.00866665473955323
SUR SA37 -32.3797 20.8117 -25.970525 23.721191 764.581734711986 2178 5 L 3.77193391709911 0.020567452146476
SUR SA77 -32.3797 20.8117 -20.755746 30.919113 1632.85199512255 2172 5 L 3.3882716310478 0.0551778531957227
SUR SA34 -32.3797 20.8117 -26.8 28.1 938.166678132205 2160 5 L 3.2289532520231 0.0641940620399187
SUR SA79 -32.3797 20.8117 -20.021103 30.517333 1676.03967742069 2160 5 L 3.48448037239818 0.0151845525116267
SUR SA139 -32.3797 20.8117 -25.8519 26.2662 897.049578571943 2148 5 L 3.781931966588 0.0100606322362422
SUR SA16 -32.3797 20.8117 -28.950316 22.195118 402.63516240507 2136 5 L 3.29406633375863 0.0237373019705579
SUR SA04 -32.3797 20.8117 -32.8505 19.6206 123.382807505745 2088 5 L 3.53087225702793 0.00914987313394122
SUR SA22 -32.3797 20.8117 -27.966232 22.009117 502.654589662657 2034 5 L 3.40531541988059 0.0104846247115757
SUR SA29 -32.3797 20.8117 -26.931737 23.03492 641.049964796618 2028 5 L 3.11228396215603 0.0784427890743913
SUR SA48 -32.3797 20.8117 -24.8948 29.2163 1166.78322357201 1986 5 L 3.29157031790693 0.0603533438750887
SUR SA60 -32.3797 20.8117 -23.85193 24.959381 1028.90961709907 1980 5 L 3.9644226672159 0.0432484993970361
SUR SA80 -32.3797 20.8117 -19.959257 31.317909 1728.81769087851 1980 5 L 3.69475219461794 0.0758099275289454
SUR SA59 -32.3797 20.8117 -24.837265 24.464044 908.856889654712 1962 5 L 3.4326423261471 0.0655498039803537
SUR SA74 -32.3797 20.8117 -21.923031 30.935691 1531.01577160202 1962 5 L 3.10975505072305 0.0933759848385333
SUR SA33 -32.3797 20.8117 -26.8986 27.1793 865.249068839472 1956 5 L 3.18746080642169 0.0266178838907639
SUR SA70 -32.3797 20.8117 -21.088251 26.335168 1365.8227517202 1950 5 L 3.7978302602116 0.0487603775433924
SUR SA75 -32.3797 20.8117 -20.860109 28.999072 1513.19337071098 1932 5 L 3.76895826405887 0.0396006745217875
SUR SA63 -32.3797 20.8117 -23.658299 26.081958 1096.25910671998 1920 5 L 3.27293879412369 0.0037234634070328
SUR SA05 -32.3797 20.8117 -32.605 21.5346 72.3896472521784 1914 5 L 3.67329491410865 0.0429564459251853
SUR SA26 -32.3797 20.8117 -27.5456 26.1803 745.1917632804 1890 5 L 3.45173923490474 0.0609857169290216
SUR SA62 -32.3797 20.8117 -24.850534 25.134964 935.190215009183 1890 5 L 3.05940329685828 0.0315811438338866
SUR SA73 -32.3797 20.8117 -21.853669 30.27761 1495.47718735909 1884 5 L 3.77272213086293 0.0696432989006095
SUR SA65 -32.3797 20.8117 -22.818254 27.221759 1233.41932428311 1878 5 L 3.12533218110918 0.0130151450389424
SUR SA66 -32.3797 20.8117 -21.900455 26.372742 1284.7862628335 1866 5 L 3.0923523387192 0.000782029356933489
SUR SA09 -32.3797 20.8117 -30.9221 22.9861 262.01107719695 1836 5 L 3.42310938516417 0.0655573174937914
SUR SA64 -32.3797 20.8117 -22.969449 26.201713 1170.04130826339 1818 5 L 3.72292252469202 0.0531209293582439
SUR SA67 -32.3797 20.8117 -21.885896 27.273599 1326.77593130354 1788 5 L 3.10881793827305 0.0631766373528489
SUR SA68 -32.3797 20.8117 -21.950409 28.187833 1366.43746920534 1734 5 L 3.1264998653293 0.0134303304313575
SUR SA155 -32.3797 20.8117 -22.8786 28.3402 1287.69099847607 1728 5 L 3.098594092711 0.0142027248431928
SUR SA28 -32.3797 20.8117 -27.8982 28.0656 857.109788559344 1704 5 L 3.16825129849153 0.0196248922256955
SUR SA44 -32.3797 20.8117 -26.03212 30.9022 1206.38107906246 1686 5 L 3.31747977514944 0.0316428999146291
SUR SA61 -32.3797 20.8117 -23.948131 24.022049 986.002675135529 1554 5 L 3.21756330942282 0.0251041846015736
SUR SA10 -32.3797 20.8117 -30.9724 23.9136 332.94021887244 1494 5 L 3.89292240528598 0.0703223224556291
SUR SA03 -32.3797 20.8117 -33.6619 21.3354 150.384086769165 1470 5 L 3.55573794271939 0.0184433667757653
SUR SA35 -32.3797 20.8117 -27.0183 29.0883 996.773047799482 1458 5 L 3.21203084253232 0.00773468081126768
SUR SA53 -32.3797 20.8117 -24.1134 29.3328 1239.35099948779 1428 5 L 3.91380041077957 0.0706715217696931
SUR SA42 -32.3797 20.8117 -25.665 29.2223 1106.09555893836 1386 5 L 3.55778896675488 0.0313428989936591
SUR SA49 -32.3797 20.8117 -24.95973 30.30914 1239.09966294972 1356 5 L 3.16620356290215 0.0622497259279895
SUR SA39 -32.3797 20.8117 -25.895184 26.151431 886.548858635209 1350 5 L 3.9879347349525 0.0170432023056883
SUR SA71 -32.3797 20.8117 -20.925778 27.140787 1416.06638658733 1338 5 L 3.25779225057201 0.0396799318633144
SUR SA02 -32.3797 20.8117 -33.7351 20.2663 158.715875638421 1302 5 L 3.07399476957694 0.0684096066962009
SUR SA58 -32.3797 20.8117 -23.51795 31.39728 1430.00718228219 930 5 L 3.40238833269616 0.0982835201393951
SUR SA36 -32.3797 20.8117 -26.8771 30.1249 1088.03940654072 894 5 L 3.40218398522248 0.0620671947199578
SUR SA54 -32.3797 20.8117 -23.7288 30.668 1361.70976184861 822 5 L 3.15436980547927 0.0381345204444472
SUR SA43 -32.3797 20.8117 -25.7868 30.0669 1159.22662947886 750 5 L 3.16113397184936 0.0758112431327419
SUR SA52 -32.3797 20.8117 -23.798342 28.897467 1238.34359427675 246 5 L 3.87111112191539 0.0350776744885893
SUR SA69 -32.3797 20.8117 -22.304753 29.266073 1393.81555444542 192 5 L 3.68553570874754 0.029414863376785
SUR SA78 -32.3797 20.8117 -19.467072 30.772272 1742.02129268353 120 5 L 3.53062930385689 0.0832423386285184
SUR ADYE -32.3797 20.8117 13.635 38.981098 5447.53977637241 4362 5 L 3.59749019187258 0.0335311330705246
SUR AKEE -32.3797 20.8117 10.8883 39.167999 5171.1799461452 4344 5 L 3.29922502333311 0.0452592541569324
SUR SEKE -32.3797 20.8117 12.6217 39.033401 5344.64730199262 4332 5 L 3.42264565322046 0.0359606317972236
SUR GASE -32.3797 20.8117 11.6813 38.921101 5243.11864752637 4314 5 L 3.5583191998693 0.0742545365701939
SUR KOBE -32.3797 20.8117 12.1506 39.629799 5319.554382621 4314 5 L 3.42433478362569 0.0429355788576205
